基金代號,公司,統一編號,溫室氣體排放量（公噸二氧化碳當量）,淨零目標年,2030年減量目標設定,SBTi 承諾,有具體減量策略,範疇三揭露,範疇三減量規劃,近三年能效進步率,節能目標設定,再生能源使用率,是否完成用電大戶再生能源設置義務,中期再生能源目標,RE100承諾,燃煤使用量（公噸）
006204,采鈺,80601119,"41,970",2050,,❌,采鈺公司針對氣候變遷因應策略包括：設定積極減碳目標，於2050年全公司100%使用再生能源；提高資源使用效率，降低公司中長期營運成本，亦可達到節能減碳目的；持續進行溫室氣體盤查，分析排放現況並加以訂定減量目標。在範疇一減量方面，因應化學品使用與製程尾氣排放，設置LSC確保製程尾氣溫室氣體減量效益>98%，使公司的溫室氣體排放達到初步的處理。在範疇三減量方面，將針對原物料生產與能源相關活動，主動與供應商合作展開行動，並推動產品包材回收使用、包裝袋回收再利用、廢棄空桶循環再使用等措施。,❌,❌,-11.3%,,37.1%,✅,1.5% (2030),✅,0
006204,矽格,23218022,"40,327",2050,25%,❌,積極推動各項節能措施（選用高效能設備、降低企業及產品能耗、鼓勵減少電梯使用、留意空調門窗關閉、隨手關閉照明設備）、擴大再生能源使用、持續進行溫室氣體盤查與查證、規劃購買綠電計劃與碳權、推動產品碳足跡盤查、高耗能設備汰除。,❌,❌,-1.3%,1%,2.9%,❌,1.5% (2028),❌,0
006204,晶碩,25021158,"39,960",2050,25%,❌,為了因應 2050 淨零目標，公司優先以主要生產據點龜山廠來訂定2030年階段性減量目標；從2025年起，規劃每年在類別一與類別二總量減量1%。減碳作為主要以提高能源使用效率(包含更換節能設備等)，以及規劃建置再生能源。晶碩規劃在短期(1-3年內)推動廠區的節能專案，包括耗能設備汰換以及增設太陽能板等方案；中長期而言，也將朝節能廠房、綠色製程及減少產品碳足跡的方向努力。,❌,❌,4.0%,1%,0.0%,❌,無目標年,❌,0
006204,南港,11520909,"38,973",2050,,❌,為響應國際推動 2050 年淨零碳排目標，積極減低製程能源消耗使用並提升綠色能源建置，以建築物節能降溫減少能耗為目標，用實際行動來減少溫室氣體排放量並遵循環境法規。 全面檢視原物料、製造、服務、回收等各個階段的活動，訂定策略與目標，更新設備以降低碳排放。 永續原材料替代石化原料（提高再生與回收資源使用比例、開發低碳替代材料）。 推動節能減碳，包含宣導節約用電用水、研究導入新原物料、盤查溫室氣體、汰換老舊設備燈具、提高廢棄物再利用率。 優化能源使用結構，以天然氣鍋爐取代燃油鍋爐。 新豐廠綠能（太陽能板）設置，規劃採購綠電憑證。,✅,✅,28.5%,1%,5.4%,❌,無目標年,❌,0
006204,上銀,23503047,"37,751",2050,42%,符合1.5°C目標,加大低碳產品的研發投入，從產品的原料選擇、運輸、製造過程到使用階段展開各項減碳任務。透過「提高能源效率、創新低碳產品、循環經濟減廢、導入再生能源」四大核心策略，全面展開減碳行動。,❌,✅,-4.6%,2%,2.1%,✅,無目標年,❌,0
006204,三陽工業,24004006,"36,958",2050,8%,❌,配合政府溫室減量政策與法令，持續推動溫室氣體排放減量工作並訂定各部門降低二氧化碳排放之減量目標。落實三陽環境宣言『污染預防、節能減碳、資源回收、綠化環境』。推動低碳化生產製程，提升生產效率，降低能源使用及溫室氣體排放，以清潔生產為手段，成為綠色工廠之目標。研發低碳高效能產品，多元發展高效能產品（燃油車、油電車、純電車、新能源車），降低產品使用階段碳排。公司確保提供資訊和必要資源，以實現目標和能源標的，包含營運、設計、採購與修繕各環節皆考慮節能減碳，持續改善能源績效和能源管理系統。公司同仁的參與缺一不可，包含影響能源績效的節能產品和服務的採購、考慮能源績效改善的設計活動，來遵守能源法規與績效目標是全體同仁的責任。落實資源永續利用、氣候變遷減緩與調適、生物多樣性與生態系統的保護，如於廠區設置生態池涵養水生動植物。建置完成 ISO 14001 環境管理系統，ISO 14064 溫室氣體盤查（含子公司）、ISO 14067 產品碳足跡、ISO 50001 能源管理系統，可視化電力及空壓機能源監控系統，控管能源使用及溫室氣體排放。更精進能源使用管理， 2025 年導入智慧化能源管理（EMS）。參加產發署低碳化以大帶小節能專案，偕同 10 家協力廠商參與，推動三項（包含蒸氣鍋爐燃料重油轉液化石油氣、塗裝廢氣 VOCs 採沸石轉輪濃縮 RRTO 焚化及塗裝線低碳化製程改造）重大節能設施改善。,❌,❌,13.2%,1%,,❌,無目標年,❌,0
006204,宏全,58176511,"35,958",2050,,❌,"提升能源效率：製程優化與高耗能設備汰換，2024年節能約1%。規劃低碳能源：建置 1,600 kWp 太陽能發電系統，供應再生能源。",❌,❌,3.6%,2%,0.0%,❌,無目標年,❌,0
006204,長興,75339004,"31,335",2050,30%,❌,評估新能源技術、燃料重油改⽤低污染的天然氣、更換變頻式馬達與高效節能設備、提升鍋爐燃燒效率、優化製程工藝，以及導入設備節能聯控等專案。制定提⾼再⽣能源佔比的政策，並設立短、中、⻑期減碳KPI，推動多元綠電布局與建置。,❌,✅,-9.4%,,5.7%,✅,15% (2030),❌,0
006204,廣達,22822281,"27,466",2050,42%,承諾設定科學基礎目標,廣達將持續深化內部節能減碳行動，並擴展低碳營運策略。全球各營運據點積極推動節能與低碳專案，涵蓋設備升級與汰換、流程優化、營運模式調整、員工行為改善，以及逐步擴大綠電採購。2024年共執行81項節能減碳方案，較2023年增加27項，具體措施包括冰水主機設備汰換與安裝、馬達、增設智慧電錶、鍋爐加裝節能器等、安裝變頻器。,✅,✅,2.4%,,47.5%,❌,無目標年,❌,0
006204,漢翔,97160544,"26,878",2050,18%,❌,"漢翔深感責任重大，擘劃了公司 2050 年「碳中和」路徑及階段目標，並於「ESG 推動委員會」特設「碳中和推動小組」，由上而下全面推動節能減排、太陽能光電設置和廢棄物減量等計畫，積極面對淨零排放的挑戰。減量策略為提升能源效率及使用再生能源，自 2022 年起逐年設置太陽能光電板，提升自用綠電比率、並規劃執行節能減碳專案降低溫室氣體排放。短期計畫(2022年~2025年)設置太陽能光電板(總裝置量 3,658kWp)、耗能設備之改善及汰換；中期計畫(2026年~2030年)設置太陽能光電板(總建置量 6,504kWp)、製程優化節省能源。",❌,❌,6.8%,,2.7%,✅,無目標年,❌,0
006204,建大,59619900,"26,818",2050,25%,❌,能源法規及其節能要求遵循情形；推行能源轉型（使用天然氣、熱泵節能、碳捕捉技術、綠電、氫能、降低重油使用率）；推行製程改造（變頻技術導入、設備汰舊更新、氣候碳化技術、數位化節能、回收水使用率提升）；導入ISO 14001、ISO 50001、ISO 14064-1及內部管理審查程序；推動綠色設計活動；購置外部綠色能源；自行開發替代能源（氫能源、太陽能、儲能）；參與經濟部中小企業碳管理轉型補助；生產廠廢棄物污染防治；透過職安衛環推動委員會檢視碳減量績效；以及建大暨供應鏈廠商低碳化升級轉型計畫，包含導入碳盤查、碳足跡、能源管理等碳管理機制，或開發低碳製程、技術、新產品、導入循環包材、低碳服務與綠色供應鏈等。,✅,❌,,1%,,❌,1% (無目標年),❌,0
006204,巨大,56054251,"19,911",2050,25%,❌,巨大集團的關鍵減量策略主要聚焦於「創新低碳生活、轉型價值循環」以及「促進多元共融」三大面向。具體策略包括：1. 循環供應與再生：透過創新設計改變產品生命週期，優先採購可回收、生物降解材料。2. 綠色生產：優化生產流程，導入節能設備與智慧能源管理系統，降低製造過程中的碳排放。3. 責任採購：攜手供應鏈打造自行車永續聯盟 (BAS)，建立低碳標準與監管機制，降低碳足跡。4. 推動共享經濟與低碳運輸：推動YouBike公共自行車服務、二手車市場、低碳通勤租賃與企業合作方案。,❌,✅,-9.4%,,15.6%,❌,25% (2030),❌,0
006204,可成,69905810,"11,240",2050,46%,符合1.5°C目標,可成於2024年9月向SBTi提交承諾書，並於2025年2月獲得認證，以2022年為基準年，承諾於2030年合計減少範疇一及範疇二絕對溫室氣體排放量46.2%、並減少範疇三溫室氣體排放量27.5%；長期目標為2050年減少範疇一、範疇二、範疇三絕對溫室氣體排放量分別達90%。關鍵減量策略包括：積極設置再生能源發電設備、採購綠電，實施各項節能措施。,❌,✅,-115.5%,1%,4.9%,❌,無目標年,❌,0
006208,台塑化,86522210,"24,234,494",2050,28%,❌,短期 (2025 年): 節能減碳循環經濟改善措施、設置及開發再生能源 (太陽能、小水力等)、鍋爐混燒固體再生燃料 (SRF) 5%、以共煉方式生產永續航空燃油 (SAF)。,✅,❌,-10.9%,1%,,❌,無目標年,❌,"7,790,821"
006208,中鋼,30414175,"18,066,406",2050,25%,❌,"中鋼已設定短、中、長期減碳目標,長期以139年達成碳中和作為努力目標,規劃各項策略,並制定碳中和路徑規劃圖。短期減碳策略,採取「增加再生能源使用」、「加大力度提升能源效率」為主;114至119年主要透過「高爐添加低排碳鐵源」、「高爐噴氫取代煤」、「鋼化聯產」、「增用廢鋼」達到119年較107年減碳25%之目標(範疇一+範疇二),119年之後邁向碳中和的長程規劃有4個路徑,「設備電力化」、「無碳燃料」、「碳捕捉利用與封存(CCUS)、「全氫能冶煉製程」,共10個面向推動減碳工作,並於139年邁向碳中和目標。",❌,❌,-8.7%,,,❌,2030,❌,0
006208,台積電,22099131,"11,418,278",2050,,❌,氣候韌性方面，推動低碳製造，持續採用最佳技術減少溫室氣體排放。使用再生能源，持續使用再生能源及設置太陽能發電系統。提升能源使用效率，持續導入節能措施，積極落實節能行動。在供應鏈方面，透過 T.S.M.C. 供應鏈減碳行動策略，包括績效追蹤、提供支持、提升動機、創新合作四大方向進行減碳。,❌,✅,-6.6%,,14.1%,❌,18% (2030),✅,0
006208,台塑,75708007,"8,130,027",2050,40%,遠低於2°C,燃煤朝向低(零)碳能源轉型: 推動煤轉氣、汰除老舊燃煤鍋爐、碳捕捉及再利用、持續研發固碳技術、推動氫能發電、持續研發設置低(零)碳電力。,❌,❌,-11.9%,,0.0%,,5% (2025),,"1,180,546"
006208,南亞,75370905,"3,752,539",2050,35%,遠低於2°C,"南亞公司訂定「2050 年碳中和」為長期減碳目標，積極推動四大減碳策略：1. 低碳能源轉型（公用廠燃煤鍋爐停止運轉，設置燃氣蒸汽鍋爐等設備，另各生產廠也改用低碳能源如天然氣取代高碳能源如煤炭、重油）。2. 節能減碳循環經濟（持續推動製程改善、循環經濟、AI 及數位轉型，提升能源使用效率及減少廢棄物發生量）。3. 提高再生能源用量（於各廠區廠房屋頂建置太陽能發電設備，至 2030 年設置總容量約 56,265.97 KW）。4. 碳捕捉技術運用（擴建電子級及工業級液態CO2工廠，將化工製程中所發生的CO2回收資源化）。",❌,✅,0.5%,,0.3%,✅,2.5% (2030),❌,"319,759"
006208,台泥,11913502,"3,643,800",2050,,符合1.5°C目標,主要運用水泥製程中關鍵的替代熟料、替代原料、替代燃料、餘熱發電、製程改善、再生能源及碳捕獲做為減碳策略，碳匯部分自2023年啟動森林及土壤調查，作為淨零碳移除之可行方案。,❌,✅,4.2%,1%,0.3%,✅,50% (2040),❌,"466,089"
006208,聯電,47217677,"1,430,027",2050,42%,符合1.5°C目標,聯電已擬定低碳轉型計畫，將分別針對營運活動的直接排放（範疇一）、能源使用的間接排放（範疇二），以及價值鏈產生的間接排放（範疇三）進行減量。主要策略包括：1. 持續積極自主減碳（研發先進晶圓代工技術、提升能資源生產力及使用效率，將半導體晶圓製造及 IC 終端產品使用階段之碳排降到最低）；2. 全面採用再生能源（訂定 2025 年 25%、2030 年 50%、2050 年 100% 三階段目標，大幅提升再生能源使用比例）；3. 投資淨零碳技術（投資淨零碳排放技術及參與碳抵減相關專案，以抵減不可避免或尚有削減技術限制的碳排放）。,❌,✅,-28.5%,,17.1%,✅,30% (2030),✅,0
006208,大立光,22480876,"164,275",,,❌,"擬定碳減量計畫與再生能源策略，持續進行節能減碳措施。導入高效率空調、製程冷卻與照明系統(如變頻空壓機、LED照明)。溫控調整或增設定時裝置以降低運轉耗電。推動E化系統減少用紙消耗。設置電力監控系統。安裝節水設備，定期記錄用水流量及分析。高耗能及老舊設備汰換。新建廠規劃建置1,100KW太陽光電。尋找合適再生能源取代傳統能源。廠區綠化。廠區內生產製程物料使用源頭控管，避免使用現行環保技術無法處理的原物料。",✅,❌,,,0.0%,❌,2030,❌,0
006208,統一,73251209,"77,562",,38%,❌,統一企業的減排措施包括以低污染的天然氣取代燃料油，每年實施節能專案（內容包含設備汰換改造、設備參數優化、生產流程調控等），2024年重點為冰水主機汰換與鍋爐系統改良。持續進行產品碳足跡標籤認證。在價值鏈排放方面，針對交易金額前20大的供應商進行溫室氣體盤查及節能減碳教育訓練。具體行動計畫還包括增設太陽光電、提升能源使用或導入高效節能設備與購買綠電，使用潔淨能源（重油改天然氣）、採用高效率照明、高效率泵浦/馬達、沼氣發電、熱泵、磁浮冰水主機、氣浮鼓風機、空壓機及冰水系統採變頻主輔機整合、廢熱回收、製程改善、提高設備效率等專案。,❌,❌,7.8%,1%,,❌,2027,❌,0
